I	At1	At2	Class
4050	0.175	-0.887	-1.0
1230	0.835	-0.0137	-1.0
226	0.912	-0.114	-1.0
3530	1.71	0.569	-1.0
2351	-0.473	-1.55	-1.0
3288	-0.298	0.158	1.0
2542	0.9940000000000001	0.348	-1.0
1276	1.35	-0.25	-1.0
2249	1.86	-0.36	-1.0
1159	-1.15	0.406	1.0
3638	1.23	-0.146	1.0
474	0.489	0.904	-1.0
265	-0.5920000000000001	-1.17	-1.0
4274	-0.39799999999999996	-1.28	-1.0
3914	-1.14	-0.927	1.0
1261	-0.239	-0.848	-1.0
5213	0.527	0.51	1.0
3320	-0.593	-1.58	-1.0
1596	-0.6809999999999999	-0.586	1.0
2262	0.386	-0.997	-1.0
491	-1.69	-0.542	1.0
287	-0.23	1.08	-1.0
772	-0.249	0.0234	1.0
4594	-0.146	-0.8690000000000001	-1.0
2734	-0.753	-1.25	-1.0
710	-1.87	-0.451	1.0
4001	0.5539999999999999	-0.45399999999999996	1.0
3629	-1.68	0.39799999999999996	-1.0
942	-1.13	-1.08	1.0
3549	0.38799999999999996	0.484	1.0
2030	-1.33	-0.392	1.0
202	-0.478	-0.7959999999999999	-1.0
3468	0.366	0.16399999999999998	1.0
4626	1.08	-0.628	-1.0
3064	0.262	-1.16	-1.0
2011	-0.322	0.535	1.0
4081	-0.138	-1.03	-1.0
4979	-0.33	0.0829	1.0
49	-1.31	1.25	-1.0
2756	-0.429	1.13	-1.0
4674	-1.4	-1.54	1.0
4699	1.01	0.555	-1.0
3174	-1.06	0.665	-1.0
1053	1.36	0.48200000000000004	-1.0
1134	0.237	0.0367	1.0
3520	0.113	0.462	1.0
1491	1.29	0.525	-1.0
969	0.0205	1.23	-1.0
1905	-0.158	-1.08	-1.0
3305	-1.75	0.318	-1.0
4513	0.508	-0.331	1.0
3128	1.32	-0.311	1.0
4389	-0.6990000000000001	-0.359	1.0
2918	-1.01	-1.23	-1.0
4151	0.435	1.31	1.0
451	2.16	1.16	1.0
3478	1.87	1.13	1.0
4393	-0.615	-0.97	-1.0
3219	-0.387	0.10400000000000001	1.0
3818	-0.41600000000000004	0.24600000000000002	1.0
2770	-1.02	0.409	1.0
4446	0.941	1.46	-1.0
792	-1.21	-0.934	-1.0
765	0.816	0.306	1.0
571	-1.67	-1.73	1.0
928	-0.6990000000000001	-0.0005780000000000001	1.0
1286	-1.46	-0.8909999999999999	1.0
1382	0.55	0.857	-1.0
3770	0.491	0.19399999999999998	1.0
4855	-1.56	-1.1	1.0
4554	-0.149	-0.0185	1.0
2602	1.38	1.27	-1.0
901	0.659	1.07	-1.0
75	-0.508	-0.715	1.0
2551	-0.9570000000000001	0.848	1.0
2929	0.6890000000000001	-0.506	1.0
714	0.243	0.304	1.0
2750	0.49	-0.0477	1.0
15	-0.768	-1.04	-1.0
5123	-0.902	-0.36	1.0
3793	0.102	-1.36	-1.0
2095	0.74	0.053	1.0
2051	0.907	0.191	-1.0
2807	-0.275	1.52	1.0
2458	0.9420000000000001	1.89	1.0
4053	-1.33	0.878	-1.0
2158	0.0604	1.64	-1.0
4117	0.596	-0.172	1.0
1536	-1.49	0.7959999999999999	-1.0
5137	0.0403	-1.51	-1.0
221	0.945	0.309	-1.0
1340	-0.7170000000000001	-1.03	-1.0
756	-0.556	-0.505	1.0
3187	-0.675	1.18	-1.0
3563	1.41	-0.447	-1.0
3706	-1.4	0.261	1.0
724	-1.62	-1.85	1.0
1046	0.6629999999999999	1.7	-1.0
113	-0.6970000000000001	1.35	-1.0
1585	0.22	2.08	-1.0
2892	1.26	-0.25	-1.0
4520	-0.314	-0.72	-1.0
4523	2.37	1.07	1.0
2702	-0.16699999999999998	-0.633	1.0
2878	-0.69	-1.33	-1.0
3318	-1.05	0.966	-1.0
1867	-0.8909999999999999	0.593	-1.0
2917	-1.38	0.0973	1.0
1504	-1.85	0.545	-1.0
2831	0.0927	-1.02	-1.0
3955	-1.0	-0.885	-1.0
2259	0.136	1.46	1.0
2630	0.425	0.0454	1.0
788	0.11800000000000001	-1.37	-1.0
930	-0.233	0.593	1.0
3547	0.505	1.45	-1.0
1243	-0.8590000000000001	0.885	-1.0
1359	-1.01	-1.29	-1.0
702	0.502	-0.536	1.0
2288	-0.10300000000000001	0.0369	1.0
3707	-1.53	-0.466	1.0
2578	0.799	-0.8340000000000001	1.0
3619	-0.187	-0.267	1.0
3804	1.07	1.53	-1.0
3051	1.03	-0.209	-1.0
4249	-0.491	-1.55	-1.0
3353	-1.49	0.415	-1.0
3678	-2.05	-1.93	1.0
2852	0.805	1.21	-1.0
715	1.04	0.816	-1.0
3713	-0.23399999999999999	-0.9740000000000001	-1.0
2050	1.93	-0.8420000000000001	-1.0
3683	2.12	0.978	1.0
4447	-0.275	-1.6	-1.0
3835	1.25	-1.38	1.0
4476	-0.24100000000000002	-0.374	1.0
4173	-0.7340000000000001	1.25	-1.0
4387	0.6759999999999999	0.925	-1.0
3360	-0.889	-0.41700000000000004	1.0
3725	1.39	-0.631	1.0
4737	1.35	1.33	1.0
5008	1.65	0.0404	-1.0
924	1.14	-0.0771	-1.0
3568	0.319	1.61	1.0
4571	1.18	1.42	1.0
3489	1.22	0.8340000000000001	-1.0
2712	-0.6829999999999999	0.419	1.0
1238	0.611	0.649	-1.0
3498	0.0786	1.63	-1.0
4557	-0.301	1.69	-1.0
3679	1.3	0.7390000000000001	-1.0
4235	0.8490000000000001	0.907	-1.0
5021	-1.59	0.322	-1.0
4507	0.457	0.191	1.0
3559	-1.67	-0.266	1.0
365	1.21	0.354	-1.0
5279	-0.7759999999999999	0.127	1.0
4218	1.1	-1.17	1.0
1540	0.35100000000000003	-1.42	-1.0
2768	1.15	-1.01	1.0
1111	0.584	-0.212	1.0
1581	-0.22	-1.38	-1.0
1457	-1.2	0.659	-1.0
1798	0.8540000000000001	0.0949	1.0
2859	0.39	-1.2	-1.0
545	0.8440000000000001	0.243	-1.0
4226	-0.209	-0.35600000000000004	1.0
3771	-0.11	-1.21	-1.0
1158	-0.0275	-1.42	-1.0
3230	0.708	0.961	-1.0
1455	-0.455	0.494	1.0
290	0.163	-1.31	-1.0
124	-1.79	-0.9540000000000001	1.0
948	-0.262	-1.2	-1.0
2922	0.6459999999999999	0.778	-1.0
1920	0.622	-0.546	1.0
3736	-2.18	-1.88	1.0
4540	-1.22	0.0836	1.0
4231	1.29	0.488	-1.0
742	-0.0715	1.41	-1.0
452	-0.23199999999999998	-1.4	-1.0
1071	-1.03	-0.42200000000000004	1.0
3183	1.25	1.2	1.0
981	0.20600000000000002	1.19	-1.0
3906	-0.43700000000000006	-0.789	-1.0
276	-1.87	-1.26	1.0
2515	0.675	-1.53	-1.0
1310	-0.8690000000000001	1.38	-1.0
5029	-0.27899999999999997	-0.0928	1.0
2347	-1.42	-1.28	1.0
3297	-0.953	1.06	-1.0
5036	-0.5670000000000001	-1.7	-1.0
2832	-0.389	-1.32	-1.0
2229	-0.337	1.48	-1.0
2174	0.133	-0.568	1.0
2574	-0.604	-1.2	-1.0
2213	-0.212	-0.155	1.0
4323	-0.184	-1.4	-1.0
3722	-1.21	-0.392	1.0
2364	0.365	0.632	-1.0
3095	0.0291	-1.12	-1.0
5086	0.615	0.5579999999999999	-1.0
55	0.396	-0.606	1.0
3116	-0.122	-1.14	-1.0
3345	0.605	1.28	-1.0
790	0.415	1.8	-1.0
980	-0.292	-1.32	-1.0
4736	0.701	0.564	-1.0
2861	-1.42	-0.617	1.0
2025	-0.188	-0.998	-1.0
799	-0.433	-1.13	-1.0
1235	-0.975	-0.182	1.0
99	1.26	-1.37	1.0
2840	-0.0207	-1.14	-1.0
805	-1.97	-0.271	1.0
1347	0.0256	0.228	1.0
3859	-0.0541	-1.31	-1.0
188	0.741	-1.2	1.0
225	0.535	0.504	1.0
4474	-1.45	-1.14	1.0
5204	0.11699999999999999	-1.07	-1.0
783	1.59	-0.522	-1.0
1415	0.12	-1.12	-1.0
318	-0.579	-0.748	1.0
4682	0.8290000000000001	-0.305	-1.0
540	-0.856	-1.31	-1.0
3045	0.812	-0.7509999999999999	1.0
1100	-1.15	0.5870000000000001	-1.0
2216	0.5329999999999999	0.541	1.0
2058	0.659	0.9129999999999999	-1.0
3766	-0.44799999999999995	-0.354	1.0
425	-0.7240000000000001	-1.26	-1.0
3735	-0.204	-0.18100000000000002	1.0
1981	0.575	-0.19	1.0
3483	-1.43	0.245	-1.0
3282	1.08	0.37799999999999995	-1.0
2402	-1.99	-0.912	1.0
4728	-0.381	-1.08	-1.0
3382	-0.19	-1.42	-1.0
5149	0.34	-1.34	-1.0
3723	-0.7929999999999999	0.905	1.0
3710	-0.7070000000000001	-1.43	-1.0
3763	-0.0433	0.605	1.0
1791	1.44	0.0946	-1.0
4657	0.726	-0.626	1.0
1605	0.488	1.31	-1.0
1383	-0.43	-1.4	-1.0
1573	0.698	0.784	-1.0
4922	0.0235	-0.18	1.0
2224	0.632	1.74	-1.0
3333	-0.14	-0.6940000000000001	1.0
4869	-0.25	-1.23	-1.0
823	-1.01	1.07	-1.0
4242	0.252	-0.389	1.0
1960	-0.634	1.26	-1.0
3074	-0.326	0.168	1.0
5060	0.941	-0.789	1.0
2203	0.418	-0.897	1.0
2297	-0.124	0.18100000000000002	1.0
4480	-0.44	-1.3	-1.0
3606	1.41	1.63	1.0
4483	0.84	1.42	-1.0
465	-1.07	0.963	-1.0
4187	1.51	-0.355	-1.0
955	-1.91	-2.24	1.0
4675	0.7859999999999999	1.31	-1.0
1577	0.764	1.98	1.0
3990	0.547	1.15	-1.0
4536	-0.17	1.18	-1.0
3618	1.26	-0.5529999999999999	1.0
785	0.184	1.7	1.0
4967	1.2	-0.213	-1.0
3060	1.93	0.165	-1.0
4526	0.7390000000000001	2.14	-1.0
4207	-1.44	-0.47	1.0
1391	-0.0237	0.303	1.0
3925	-0.34700000000000003	-1.15	-1.0
4322	-0.0237	-1.0	-1.0
673	1.52	0.409	-1.0
889	-0.885	1.05	-1.0
5005	-0.446	-1.28	-1.0
3973	0.6779999999999999	0.961	-1.0
1598	0.087	-1.28	-1.0
5030	0.275	1.18	-1.0
3820	-1.07	-0.552	1.0
4977	1.07	-1.38	1.0
4311	0.983	0.611	-1.0
2642	-0.9640000000000001	-1.17	-1.0
1265	0.9079999999999999	-0.506	1.0
1801	-0.381	-0.9590000000000001	-1.0
510	-0.37	1.48	-1.0
4524	0.14300000000000002	-0.7859999999999999	-1.0
4459	-0.914	0.317	1.0
4603	-0.516	-0.915	-1.0
1908	-0.0949	-0.821	-1.0
3860	0.728	0.752	-1.0
3255	0.151	0.322	1.0
63	-0.149	-1.2	-1.0
4042	1.7	0.0023	-1.0
1490	1.38	-1.36	1.0
3457	-0.0215	0.7040000000000001	1.0
4893	-0.36700000000000005	-1.04	-1.0
1035	1.18	-0.0335	-1.0
1952	-1.87	-0.78	1.0
3838	0.517	1.71	-1.0
2736	0.518	1.41	-1.0
3397	0.316	-0.601	1.0
2516	-0.581	-1.34	-1.0
3475	-1.6	-0.0414	1.0
4650	-0.59	-1.04	-1.0
3279	-1.57	0.679	-1.0
2563	1.07	0.6459999999999999	-1.0
2046	1.49	0.385	-1.0
306	-0.7959999999999999	-1.63	-1.0
177	1.71	1.1	1.0
2939	-1.08	-1.39	-1.0
4142	-0.496	1.41	-1.0
3332	0.48200000000000004	-0.653	1.0
1011	-0.945	-1.43	-1.0
4125	-1.01	-0.0908	1.0
1346	0.598	0.484	-1.0
1403	-1.94	-0.273	1.0
2944	0.851	0.598	-1.0
3410	0.515	2.21	-1.0
5001	-0.748	-0.034	1.0
3509	0.0027300000000000002	-0.973	-1.0
1693	0.9520000000000001	-1.9	1.0
4055	0.99	1.02	-1.0
3555	1.35	-0.387	1.0
3117	0.258	-0.85	-1.0
844	1.66	1.42	1.0
1836	-0.129	0.877	1.0
4428	1.66	-0.384	-1.0
4816	-0.298	-1.26	-1.0
4807	2.37	1.14	1.0
2423	0.295	-0.273	1.0
3277	0.63	-1.23	-1.0
2459	-0.8170000000000001	-1.11	-1.0
2438	-1.65	-0.0692	1.0
2089	1.42	1.8	1.0
2511	0.136	-1.49	-1.0
154	0.386	1.55	-1.0
2674	0.889	-0.5660000000000001	1.0
735	0.833	-0.254	1.0
2605	-0.14800000000000002	1.6	-1.0
5226	0.631	-0.674	1.0
1101	0.9229999999999999	0.24600000000000002	-1.0
3811	-1.84	-0.958	1.0
599	-0.72	0.18899999999999997	1.0
2266	-2.04	-0.978	1.0
3797	2.44	-0.44799999999999995	-1.0
2998	0.0426	-1.18	-1.0
2183	-0.1	-1.05	-1.0
1269	-0.5	-0.0595	1.0
1554	0.614	0.9079999999999999	-1.0
2179	0.0965	-1.1	-1.0
1	-1.52	-1.15	1.0
1256	1.01	0.8290000000000001	-1.0
4353	0.735	0.932	-1.0
2001	0.105	-1.67	-1.0
4193	2.07	1.37	1.0
1943	1.57	1.16	1.0
5249	-0.9590000000000001	1.08	-1.0
1645	-0.391	1.1	-1.0
1376	-1.26	-0.503	1.0
65	-1.62	0.593	-1.0
526	1.39	-0.218	-1.0
933	-0.152	-0.669	-1.0
5130	-0.10300000000000001	-0.414	1.0
5116	-1.21	-0.409	1.0
1099	-0.322	-0.35600000000000004	1.0
4632	-2.19	-1.3	1.0
150	-0.634	-0.9690000000000001	-1.0
1918	0.745	0.6809999999999999	-1.0
4883	1.25	0.794	-1.0
525	0.9520000000000001	0.42700000000000005	-1.0
3327	2.34	1.64	1.0
3366	0.0885	-1.22	-1.0
921	1.3	0.18600000000000003	-1.0
748	1.12	0.862	-1.0
2378	0.307	0.12	1.0
3491	-1.3	1.16	-1.0
988	-0.6679999999999999	-1.13	-1.0
1213	0.657	1.05	-1.0
2835	0.17600000000000002	1.23	-1.0
3373	-0.141	-0.797	-1.0
2413	-0.299	-1.4	-1.0
1957	1.34	-1.8	1.0
2111	0.473	0.33899999999999997	1.0
343	-0.392	-1.27	-1.0
2159	1.62	-1.16	1.0
3840	-0.215	-0.217	1.0
3307	1.2	-0.778	1.0
2874	1.91	1.37	1.0
1712	1.41	-1.38	1.0
4582	-1.18	0.6920000000000001	-1.0
3526	-0.138	-1.37	-1.0
4406	-0.114	-1.5	-1.0
4700	0.879	1.03	-1.0
1662	0.768	-1.25	1.0
231	-1.77	-0.828	1.0
1991	-1.73	0.562	-1.0
795	-0.0789	-1.35	-1.0
2136	0.833	0.653	-1.0
3714	1.26	0.462	-1.0
2435	1.29	0.28300000000000003	-1.0
4838	-0.125	-1.48	-1.0
5218	0.826	1.42	-1.0
60	0.00665	0.0118	1.0
1179	1.13	0.33	-1.0
1205	-0.0692	1.73	1.0
3236	-1.33	0.7190000000000001	-1.0
108	1.17	-1.39	1.0
2881	-0.687	-0.45799999999999996	1.0
2799	-0.239	-1.17	-1.0
4726	-0.711	0.96	-1.0
700	-0.0908	-0.846	-1.0
1263	-1.83	0.601	-1.0
2554	0.514	0.715	-1.0
4171	-0.8340000000000001	-0.258	1.0
1140	0.255	0.41200000000000003	-1.0
2683	-1.29	-1.03	1.0
5006	0.498	-1.02	-1.0
965	-0.0227	0.163	1.0
2645	0.552	-0.19899999999999998	1.0
1757	1.52	0.795	-1.0
1737	0.0336	0.32299999999999995	1.0
3873	-2.13	-1.85	1.0
2125	1.8	1.53	1.0
4620	-0.336	-0.0523	1.0
2967	1.03	0.7659999999999999	-1.0
2153	-0.983	1.1	-1.0
2149	-0.125	0.521	1.0
3694	-0.46299999999999997	0.0231	1.0
1799	-0.268	0.75	1.0
3440	0.2	-0.609	1.0
3233	0.45399999999999996	1.48	1.0
1718	-0.0785	-1.16	-1.0
630	-0.625	1.14	-1.0
286	0.529	1.62	-1.0
80	0.201	0.0024	1.0
2555	-0.451	-1.34	-1.0
2490	0.569	1.44	-1.0
2080	1.53	-1.05	1.0
148	-0.0418	-1.02	-1.0
4936	-1.22	-0.11900000000000001	1.0
1126	0.5920000000000001	1.15	-1.0
3217	0.667	1.92	1.0
2206	-0.11900000000000001	2.06	1.0
2106	0.8320000000000001	0.442	-1.0
2198	-1.49	0.228	1.0
4721	-0.8	1.66	-1.0
1855	-1.45	-0.701	1.0
2374	0.166	-1.25	-1.0
2863	0.64	1.35	-1.0
1776	0.0209	-0.973	-1.0
2582	-0.267	1.37	-1.0
4367	1.47	-0.531	-1.0
4970	-0.7390000000000001	1.32	-1.0
2983	-1.51	-0.196	1.0
79	-0.439	-0.961	-1.0
4431	-0.8859999999999999	-1.27	-1.0
3882	0.93	0.65	-1.0
469	0.778	1.44	1.0
5120	-0.598	-1.35	-1.0
3572	0.0116	-1.09	-1.0
2293	-1.09	0.289	1.0
1252	-0.746	-0.93	-1.0
315	-0.0584	0.54	1.0
5170	-0.715	-0.9690000000000001	-1.0
1453	-1.55	0.386	-1.0
1934	-0.11599999999999999	-1.23	-1.0
3344	2.47	1.12	1.0
1560	0.265	1.4	-1.0
2566	1.81	-0.0547	-1.0
5007	-0.9540000000000001	-1.19	-1.0
2310	1.95	1.09	1.0
2121	1.67	0.9740000000000001	1.0
4357	-0.0882	1.17	-1.0
1019	1.26	-0.912	1.0
2996	0.6509999999999999	0.7440000000000001	-1.0
4408	0.5	0.762	1.0
1182	-1.87	-1.17	1.0
3944	-1.43	0.0911	1.0
3295	-0.862	1.01	-1.0
4052	-1.75	-1.27	1.0
1735	-0.7909999999999999	-1.44	-1.0
2956	-0.0681	-1.24	-1.0
624	-0.904	0.953	-1.0
2718	0.977	-1.01	1.0
4090	-1.49	-0.221	1.0
1690	-0.0574	-0.20800000000000002	1.0
292	0.983	-1.31	1.0
4419	-0.355	1.28	-1.0
1003	-0.34700000000000003	0.574	1.0
454	-0.0537	-1.52	-1.0
396	1.28	0.902	-1.0
51	0.0483	0.866	-1.0
3020	0.295	-1.36	-1.0
2763	-1.23	-1.15	1.0
1722	-1.1	0.145	1.0
3871	0.332	-0.527	1.0
1409	-0.93	-0.895	-1.0
1192	-0.7190000000000001	-0.384	1.0
4026	-0.428	-0.509	1.0
3874	0.0273	-0.6829999999999999	-1.0
4875	0.309	-0.6890000000000001	1.0
1471	-1.34	0.146	1.0
846	1.33	0.825	-1.0
563	-0.677	-1.41	-1.0
3983	-0.336	0.182	1.0
837	0.748	-0.5579999999999999	1.0
2208	1.31	1.62	1.0
5273	0.524	-0.231	1.0
2044	0.353	1.58	-1.0
3224	0.544	1.22	-1.0
2677	1.46	1.69	1.0
4068	-1.4	0.247	1.0
869	-0.7240000000000001	-1.48	-1.0
2140	1.73	1.26	1.0
5015	-0.7809999999999999	-0.113	1.0
2653	-0.511	-0.7340000000000001	-1.0
4417	0.0893	-1.1	-1.0
1311	-0.46799999999999997	0.245	1.0
2126	0.134	-1.18	-1.0
1587	-0.519	-1.0	-1.0
5016	-0.327	0.612	1.0
1639	-0.7170000000000001	0.455	1.0
825	-0.255	0.387	1.0
3894	-1.19	0.8140000000000001	-1.0
5202	-0.815	-0.682	1.0
1551	-0.7829999999999999	0.9309999999999999	-1.0
2767	-0.629	0.809	1.0
4821	1.01	1.53	1.0
2994	-0.242	-1.47	-1.0
2776	0.636	0.7559999999999999	-1.0
4164	0.975	-1.34	1.0
4739	-1.02	-1.43	-1.0
4767	-1.51	-0.285	1.0
4060	-0.306	2.28	-1.0
1558	0.8759999999999999	-0.807	1.0
256	0.0681	-0.76	-1.0
998	0.51	-1.15	-1.0
2087	2.03	1.1	1.0
5252	-0.29100000000000004	0.561	1.0
1661	0.0543	-0.9670000000000001	-1.0
1565	-0.11900000000000001	-0.8420000000000001	-1.0
2184	0.431	-1.56	-1.0
3354	-0.722	1.19	-1.0
2997	1.4	0.746	-1.0
2611	0.711	0.787	-1.0
945	-1.07	-1.11	1.0
3293	-0.174	-0.478	1.0
3323	0.361	0.9309999999999999	-1.0
3362	-1.8	0.6759999999999999	-1.0
3009	0.8320000000000001	-1.29	1.0
2825	1.64	-0.152	-1.0
1637	-1.27	0.184	1.0
5045	-1.43	-1.02	1.0
872	1.16	0.0489	-1.0
2644	0.632	1.45	1.0
1514	-0.596	-1.33	-1.0
3708	0.26	-0.54	1.0
424	1.46	-0.41700000000000004	1.0
409	1.24	0.5539999999999999	-1.0
3046	0.47700000000000004	0.7909999999999999	-1.0
2952	1.31	0.9359999999999999	-1.0
1983	-0.129	-0.061	1.0
4337	0.7559999999999999	-0.0709	1.0
1307	1.18	1.25	1.0
5	-0.584	0.0937	1.0
4370	0.996	1.46	1.0
2155	0.22	-0.867	-1.0
2887	-1.57	-0.772	1.0
3569	-0.8079999999999999	-1.5	-1.0
4047	0.742	0.7440000000000001	-1.0
5011	0.627	-0.0629	1.0
3806	-0.385	-0.7340000000000001	1.0
827	-0.7859999999999999	-0.64	1.0
1203	1.07	-0.221	1.0
455	1.03	0.5479999999999999	-1.0
4952	0.878	-1.38	1.0
1236	0.616	-1.07	1.0
3425	0.415	0.986	-1.0
760	-0.16	-1.36	-1.0
4622	1.3	0.7490000000000001	-1.0
2847	1.41	0.9	-1.0
3486	0.0951	-1.39	-1.0
4708	0.7190000000000001	0.759	-1.0
2286	1.15	1.68	1.0
1002	-0.68	0.314	1.0
1954	-1.21	-0.785	1.0
923	-0.929	-1.39	-1.0
2443	0.299	1.52	-1.0
2873	-0.9079999999999999	1.26	-1.0
4939	1.03	1.29	-1.0
4916	1.02	-0.728	1.0
4076	0.252	0.258	1.0
422	1.09	-1.59	1.0
5148	0.5660000000000001	0.0815	1.0
457	-0.259	0.496	1.0
1318	-1.19	-1.03	-1.0
4258	-1.77	-1.19	1.0
616	0.168	0.345	1.0
1599	1.13	-0.541	1.0
3609	0.85	0.726	-1.0
4182	-0.276	-1.19	-1.0
1041	1.16	1.48	1.0
3053	1.26	-1.57	1.0
2820	0.391	-1.42	-1.0
3455	-3.09	-0.8320000000000001	-1.0
2349	-1.76	-0.632	1.0
3260	-0.0187	-1.55	-1.0
1630	0.387	-0.000653	1.0
2232	-1.78	-0.843	1.0
1333	-0.5379999999999999	-1.15	-1.0
870	1.24	-0.145	-1.0
4436	-0.78	-1.37	-1.0
1437	-0.742	0.36	1.0
2703	0.995	-1.63	1.0
1083	2.12	1.1	1.0
1921	-1.51	-1.39	1.0
1130	-1.42	-0.0747	1.0
944	-1.62	1.02	-1.0
4637	0.244	1.42	-1.0
2975	-0.9990000000000001	1.2	-1.0
5112	-1.87	-0.555	1.0
3532	-1.48	-0.297	1.0
3651	1.68	-0.32	-1.0
895	-0.7020000000000001	-1.2	-1.0
1117	-1.22	1.12	-1.0
4377	-0.305	0.19399999999999998	1.0
4806	-1.06	-0.937	-1.0
4904	-0.48700000000000004	-0.536	1.0
4281	0.13699999999999998	1.94	1.0
3135	-0.851	0.405	1.0
2280	-0.97	-1.6	-1.0
1705	0.746	0.991	-1.0
4713	0.179	-1.04	-1.0
2801	-1.19	-1.0	1.0
1819	0.0735	-1.01	-1.0
1583	-0.414	-1.28	-1.0
791	0.552	2.05	-1.0
1138	1.2	-0.754	1.0
5052	-0.7240000000000001	0.215	1.0
2083	0.126	0.8190000000000001	-1.0
441	1.52	-0.0653	-1.0
680	-0.0238	0.000407	1.0
319	-1.35	1.32	-1.0
1033	0.433	0.38	1.0
1889	-1.0	-1.22	-1.0
3801	-0.405	-1.09	-1.0
764	-0.377	0.607	1.0
4880	0.611	0.978	-1.0
4886	-1.57	0.629	-1.0
4629	-0.251	0.327	1.0
3969	-1.6	0.7879999999999999	-1.0
2384	-0.583	-0.743	-1.0
1206	2.36	1.33	1.0
3560	-0.856	-0.235	1.0
2720	-1.16	1.03	-1.0
4889	1.08	-0.996	1.0
4719	-0.436	-0.9540000000000001	-1.0
5003	-0.9440000000000001	1.02	-1.0
1430	1.46	-0.509	1.0
72	1.22	1.13	-1.0
464	1.66	0.672	-1.0
3385	0.16	0.18899999999999997	1.0
295	-0.387	0.26	1.0
4458	-0.0696	-0.8959999999999999	-1.0
3450	0.83	-0.9390000000000001	1.0
1760	-1.82	-0.847	1.0
3453	-0.45299999999999996	-0.0737	1.0
3261	0.168	-1.06	-1.0
3934	-0.446	-1.53	-1.0
271	0.07	1.7	-1.0
160	-0.982	-1.08	-1.0
1480	-0.0853	-1.12	-1.0
647	0.527	-0.251	1.0
1454	-0.539	-1.21	-1.0
1668	-0.779	1.09	-1.0
1018	-0.917	-0.863	-1.0
1947	1.96	-0.7090000000000001	-1.0
40	0.763	0.9209999999999999	-1.0
1120	-0.0281	-0.32299999999999995	1.0
4013	-1.83	0.379	-1.0
2082	0.858	0.39899999999999997	-1.0
2457	1.2	-0.68	1.0
2460	0.405	1.93	-1.0
2022	0.272	0.813	-1.0
5235	-0.222	2.47	-1.0
2843	-1.81	-1.21	1.0
2870	0.36200000000000004	1.59	-1.0
2090	1.41	-2.09	1.0
4646	1.7	-0.5539999999999999	-1.0
5156	0.8190000000000001	0.0462	1.0
2210	-0.107	-0.23199999999999998	1.0
2599	-0.11699999999999999	1.47	-1.0
3807	0.85	-0.8290000000000001	1.0
4602	0.7120000000000001	1.49	1.0
382	1.73	1.68	1.0
1914	1.01	0.446	-1.0
1961	-0.617	-0.792	-1.0
4103	-1.54	0.562	-1.0
1873	0.855	0.9590000000000001	-1.0
592	-1.01	-1.27	1.0
4220	-0.381	-0.917	-1.0
759	1.19	-0.40399999999999997	-1.0
4600	1.34	0.0998	-1.0
3147	1.43	0.57	-1.0
5111	1.54	1.75	1.0
3213	-0.264	0.0571	1.0
2063	-0.583	-1.05	-1.0
102	-0.0536	1.6	-1.0
186	0.294	-1.5	-1.0
719	-0.9840000000000001	-0.807	-1.0
4853	-0.016	-0.44799999999999995	1.0
4574	1.11	-1.1	1.0
4496	-0.9420000000000001	-1.15	-1.0
4336	0.894	-0.742	1.0
4538	0.16399999999999998	-1.18	-1.0
2244	-1.33	-0.276	1.0
1257	-2.77	0.0962	-1.0
4363	0.163	-1.08	-1.0
1603	2.25	-1.4	-1.0
2040	0.922	0.93	-1.0
4032	-0.617	1.61	-1.0
2421	0.418	-0.711	1.0
1894	0.7290000000000001	1.49	1.0
2400	-0.561	0.473	1.0
797	-0.466	0.145	1.0
731	-1.1	0.8109999999999999	-1.0
2132	-0.171	-1.09	-1.0
2872	-0.248	0.514	1.0
3223	-0.935	0.321	1.0
4028	0.637	1.25	-1.0
1816	0.375	1.27	-1.0
5258	-1.49	-0.00325	1.0
1544	-0.665	1.23	-1.0
2440	-1.53	0.132	1.0
4551	0.594	1.8	-1.0
114	1.38	-1.74	1.0
4514	0.862	-1.24	1.0
2951	0.409	-1.15	-1.0
4152	-1.41	-0.35700000000000004	1.0
3647	-1.24	-0.0104	1.0
3474	-0.467	-0.945	-1.0
1711	-0.507	0.69	1.0
1523	0.136	-1.36	-1.0
626	1.01	-1.05	1.0
4505	-1.78	-0.253	1.0
3216	-0.9520000000000001	0.00043200000000000004	1.0
2987	-0.591	-1.08	-1.0
4132	1.92	0.0429	-1.0
1709	-1.53	0.6579999999999999	-1.0
4555	-0.226	-1.09	-1.0
2817	-1.02	0.675	-1.0
5262	1.15	0.0436	1.0
4087	-0.0113	-0.78	-1.0
580	0.642	1.65	1.0
135	-1.26	0.23	1.0
1374	-1.01	0.41200000000000003	1.0
58	-0.12300000000000001	-1.07	-1.0
2256	-1.02	-0.146	1.0
2093	0.932	1.43	1.0
1784	-0.706	-0.6970000000000001	-1.0
1951	-0.13699999999999998	1.44	-1.0
2553	1.47	-0.0839	-1.0
4683	1.16	0.847	-1.0
2851	0.47	1.21	-1.0
2306	0.344	1.49	-1.0
333	0.68	0.7020000000000001	-1.0
5237	-0.276	1.05	-1.0
3482	-0.376	1.33	-1.0
796	-0.397	1.32	-1.0
1750	-1.33	-0.581	1.0
5019	0.253	-1.3	-1.0
3024	0.203	0.617	1.0
1986	-1.54	0.643	-1.0
2867	1.22	0.541	-1.0
